lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,7.3
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,8.5
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,7.9
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,8.1
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,7.4
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,7.3
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,7.5
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,7.7
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,7.6
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,7.7
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,7.9
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,7.7
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,7.2
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,8.1
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,7.6
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Regiones,Norte,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Regiones,Centro,7.6
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Regiones,Occidente,7.8
Promedio,calfinm_d,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el espacio de la sala de espera para guardar la sana distancia?",0,Regiones,Sureste,7.7
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Nivel,Primer nivel,8.4
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Nivel,Segundo nivel,7.8
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Nivel,Tercer nivel,8.0
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Edad,18-25,8.2
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Edad,26-34,8.0
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Edad,35-44,8.2
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Edad,45-54,8.4
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Edad,55-64,8.6
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Edad,65 y más,8.6
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Sexo,Mujer,8.3
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Sexo,Hombre,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,8.6
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,8.7
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California Sur,9.1
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Campeche,8.9
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chiapas,8.3
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Chihuahua,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Coahuila,8.1
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Colima,9.1
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Norte,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),CDMX Sur,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Durango,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,8.2
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,8.2
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,8.1
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,8.9
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,8.8
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,8.4
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,9.0
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,8.8
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,8.3
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,8.7
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,8.2
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,8.1
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,8.6
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,8.6
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,8.3
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,8.7
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,8.4
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,8.6
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,8.3
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,8.5
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,8.8
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,8.6
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Regiones,Norte,8.4
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Regiones,Centro,8.4
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Regiones,Occidente,8.7
Promedio,calfinm_e,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría la limpieza del consultorio?",0,Regiones,Sureste,8.6
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Nivel,Primer nivel,7.6
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Nivel,Segundo nivel,6.9
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Nivel,Tercer nivel,7.2
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Edad,18-25,6.9
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Edad,26-34,6.9
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Edad,35-44,7.4
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Edad,45-54,7.6
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Edad,55-64,8.0
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Edad,65 y más,8.0
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Sexo,Mujer,7.6
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Sexo,Hombre,7.7
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Aguascalientes,7.6
Promedio,calfinm_g,"En una escala del 1 al 10, donde 1 es Pésimo y 10 Excelente, ¿cómo calificaría el nivel de seguridad al acudir a las instalaciones del IMSS?",0,Órgano de Operación Administrativa Desconcentrado (OOAD),Baja California,7.9
